date,product,sales
2009-02-04,other,91194913
1993-07-12,sea,2
2013-03-26,collection,7906
1973-07-19,away,2981
2018-12-01,second,8
1983-04-13,whom,63087921
2015-01-05,fire,280543
1979-04-19,whether,65913945
2025-01-27,list,5
1991-06-16,answer,82142595
2005-10-09,part,21
1983-06-11,look,62
1988-03-27,actually,92547449
2013-07-30,mission,86
2021-01-11,yeah,1392
1991-10-30,despite,7354870
2006-04-02,by,2487
1974-06-04,Mr,4
2014-04-30,bring,15
2005-07-06,buy,1632170
2013-09-12,class,893
1995-09-02,affect,85
1999-12-13,left,967
1976-11-08,bad,372
1989-11-05,offer,866
2007-06-29,necessary,36204371
2002-06-28,tonight,760002686
2012-07-31,least,10720607
1996-07-20,edge,799599391
1991-12-31,alone,67730
2006-08-02,entire,439144
1981-01-25,financial,27355
2002-03-05,artist,56
2018-04-23,vote,219
1996-06-30,they,3373
2018-12-16,direction,54024784
2012-02-18,policy,399160331
1999-03-29,assume,1
2009-05-10,value,798168
2013-05-09,worry,6104334
2006-07-30,manage,6832560
2020-07-26,value,974
2003-01-29,off,5
1980-12-07,to,81562918
1973-09-20,necessary,478018
1973-06-18,again,6922435
1970-03-18,chair,67
1974-11-24,certain,555
1984-01-02,here,69746712
1973-04-20,rich,115954487
2010-05-01,might,460746
1985-06-05,hundred,292206
2023-12-18,establish,1726
2009-01-18,similar,9165759
1981-02-14,develop,4387214
2017-06-30,soon,92401301
2002-04-01,same,9383583
2008-10-27,teach,915
2011-08-11,response,0
2010-06-07,line,8
1985-09-19,because,984874
1984-01-25,feeling,9761221
1998-01-06,activity,86489
1992-06-27,think,135
1977-12-29,leader,4396010
2003-02-08,several,825702
1996-09-13,art,693
2005-11-08,culture,1
2024-04-03,event,61948
1981-03-15,town,586
1992-06-27,get,686327
1996-06-26,cause,10770
1985-09-19,indeed,56
2008-05-31,necessary,46132632
2014-06-21,his,437669960
2003-04-20,respond,607140510
1979-03-20,throughout,131896
2001-02-26,to,743217
1995-11-06,your,9889
2022-09-13,home,5
1975-01-05,gun,14899
1988-01-18,speak,5428282
1982-01-25,remain,500539
2001-04-04,physical,477
2015-11-25,write,75
1995-05-25,section,7012
1981-07-05,live,697525
2017-03-23,strong,207788128
1979-10-11,watch,14280
2021-09-13,leg,503
1974-05-02,seem,920
2020-04-15,throughout,412499
2016-06-30,top,5624
1988-05-07,benefit,7308163
2004-10-03,produce,665
2014-03-02,throw,98806958
2019-05-11,and,6
1996-07-29,power,4706
2001-09-18,stock,21
2015-12-31,property,72
2022-12-16,several,7073
2024-06-14,much,1719437
1978-02-16,stand,340022
1992-09-26,option,65825
2011-02-21,officer,54
1973-05-14,bring,70
1989-01-09,hot,13152
1976-12-26,race,52
2009-02-03,kitchen,230721093
1984-11-20,more,8406125
1996-03-26,future,677292
1993-02-03,ok,115
1985-11-21,involve,89720
1976-09-24,we,358926057
1984-02-10,light,69
1974-01-10,recognize,9889691
1987-10-13,travel,7061315
2005-02-08,trouble,303729
1977-03-18,threat,7
1971-11-05,history,4819
1997-05-16,each,187
2014-10-25,value,283098460
1983-09-21,stock,290
2005-03-27,while,4
2006-08-01,road,2600445
1986-01-15,compare,7213788
1994-03-04,heart,6551
1984-06-03,apply,5
2011-06-20,east,0
1970-05-29,able,369
1976-09-30,result,0
1994-03-03,born,90468
1989-06-26,yard,860
1999-08-25,site,674043
1984-01-30,Mrs,237
2000-01-02,focus,897635
2022-02-23,everything,5831
2001-12-14,baby,87
2017-11-21,market,124
1999-07-13,probably,488560189
2015-08-22,national,450
1995-03-13,organization,23978
1974-07-25,east,307235
1970-08-22,son,5697
1978-01-30,friend,3
2003-09-01,question,23
1994-08-14,start,4
2007-01-10,interesting,130658
2014-02-24,address,2522863
2022-01-01,organization,9
1975-09-05,return,7718
2009-08-14,outside,124749
2022-03-23,should,35099282
1970-04-11,quite,259736
1995-02-16,energy,2
1979-08-06,they,971552564
2019-09-16,go,88
2020-10-07,these,4856718
2014-10-01,name,91276
2002-04-22,bank,181
2009-08-22,while,525454
2015-10-12,part,511
1973-12-27,door,8718755
1971-05-04,who,657
2020-12-09,common,27359434
1974-02-23,if,904781015
1987-04-10,table,4934381
1991-06-11,writer,4736
1983-05-06,particular,716932090
1997-12-04,field,9
1991-01-20,glass,4265022
1983-06-13,they,5201724
2009-01-02,white,3310472
1988-12-30,page,71289
2005-12-21,economic,4796
2024-04-18,record,6498663
2024-10-22,feeling,670
2012-11-29,they,62661
1985-01-15,order,7
1982-11-07,glass,333248025
1986-10-23,economy,126723
1978-09-26,itself,3
1975-05-22,fine,545
1989-11-20,region,938479774
2010-12-02,buy,18292
1979-10-30,generation,6
1984-09-25,notice,592
2023-02-20,whatever,84
1995-03-08,performance,129
2020-07-08,face,79140
1983-08-01,great,69
1970-11-24,spring,24335600
2016-08-04,her,8249
2009-02-11,source,0
2019-07-14,coach,9045572
2010-02-19,attack,89481368
2013-02-17,teach,931280
2019-09-20,start,1857645
1983-12-09,as,3126869
1992-05-29,group,36027521
1997-12-19,will,360753840
1972-11-18,manage,65
1981-11-28,research,881
2001-12-15,challenge,91147592
2004-03-19,information,4
1986-04-13,agreement,7
1996-03-11,various,1
1981-10-27,of,493171
2015-12-03,very,3653
1991-08-31,system,12092
1996-11-24,risk,68
2021-07-14,trade,8500
1997-10-09,kind,412
1985-04-08,why,23781581
2002-01-11,offer,657367714
1988-05-23,effect,3610113
1993-01-24,thank,48
1974-03-14,huge,54
2010-11-13,two,6
1983-03-02,ever,26
1987-01-02,argue,1489
2024-02-29,to,263
1999-04-27,blue,6663487
1986-11-02,each,78
2019-11-25,plan,2
2007-04-27,unit,6213034
1970-06-25,none,4943
2012-05-06,experience,4165307
2021-01-06,television,56
1995-07-19,marriage,61203
2017-02-23,laugh,576
2000-04-06,soldier,148
1973-10-21,those,47
2021-04-11,civil,322
2024-03-07,out,846446223
1988-01-05,course,449288
2013-06-03,ball,17
2015-07-18,see,6287
2011-01-30,pick,360356765
1979-05-11,culture,602250
1975-04-17,remain,286
1978-04-20,option,303
2014-05-13,history,23333
1989-01-09,yes,453
2019-06-06,left,654
2008-04-28,ever,93
1983-11-15,special,51
1975-12-03,late,926018389
2018-07-28,laugh,475916
2024-01-12,peace,9
1978-06-05,relate,28245743
1976-03-19,sure,6298
2019-11-11,school,463720541
2001-05-03,happen,840318295
1984-12-02,again,7
1999-09-30,every,439
1996-08-19,current,189209
1993-02-15,lot,240242
1985-02-22,better,9410321
1982-11-19,before,5
1995-10-13,skill,99960
2000-02-02,blue,354985239
2020-09-25,sell,248248341
2002-05-13,live,5497520
2013-03-20,left,310482
1986-08-03,garden,66
1975-12-13,computer,3788744
1981-11-23,politics,6080
1980-12-28,type,5735725
1986-12-18,memory,3
1999-07-12,read,6847627
2000-03-06,for,522189
1982-03-01,various,33611405
2002-10-11,story,8642916
2018-08-08,clear,3150
1997-08-14,pressure,190
2016-08-20,others,1301
2014-06-09,director,8075
1976-09-26,fight,998
1998-03-01,eight,4
1992-01-03,rock,39
2022-11-14,from,777350
2013-10-10,occur,26800415
2010-01-16,early,25644613
2005-04-14,dream,786
2005-12-08,executive,8
1976-06-07,enjoy,57645
1974-10-25,wife,4399586
2025-05-27,operation,635
1983-08-18,American,3479
1999-10-17,country,81864
1985-03-12,available,41310735
1979-10-13,fine,7925
1981-01-05,explain,8
2013-06-22,difficult,28
1990-03-06,road,4759
2024-12-20,type,240
2012-05-22,stop,65992909
1986-02-14,population,3539734
2016-05-26,message,51
2010-09-16,surface,87
1973-04-25,floor,32876
1997-01-12,back,25770362
2002-01-10,seat,4578635
1989-04-16,certainly,30
1973-01-15,turn,453
1987-08-17,production,43658
1981-04-16,part,1183
2003-07-01,soldier,8
1990-12-29,prevent,50807911
2003-05-08,data,1494712
1985-08-11,tonight,5
1993-04-18,somebody,736286524
1984-09-28,finally,80
2003-10-04,near,62788154
2024-04-24,now,328915020
1972-12-09,stock,120231
1993-01-17,sea,8
1977-01-10,serve,498782706
1976-09-16,until,951267962
1976-12-24,less,649618590
1980-09-03,receive,33847
2022-04-05,able,71
1986-07-28,quality,3002
1970-10-20,less,9591
1997-04-02,human,1848331
1978-04-08,whose,49362536
1994-10-11,door,47410
1995-08-01,almost,3
2022-07-18,that,349562125
1979-03-16,dog,15
1970-03-21,answer,1839341
1982-06-23,dream,21
1987-07-17,across,9971131
1971-03-10,animal,1218
1973-06-17,office,881609
1989-11-13,size,909521
1990-12-30,author,9
1977-02-05,state,621617825
1981-02-02,career,14991092
2014-05-23,water,49845
1994-10-22,significant,7
2001-11-30,live,9
1997-02-20,sit,6924012
1974-05-14,project,1421029
1992-05-06,imagine,14830491
1982-04-12,option,2849
2020-03-08,available,11389
2023-12-14,ten,688
1995-01-17,hundred,26391
2014-05-23,knowledge,5
1995-10-14,Congress,816211765
1973-11-15,off,352841548
2013-09-05,hour,23284
1991-07-13,responsibility,480210444
1984-10-01,recent,2246
1978-10-24,card,925628206
2014-11-28,again,160
2001-03-06,every,506242
1974-04-12,no,2963752
1979-10-01,already,75013105
2000-04-11,health,336750
1977-07-04,front,48622633
1991-07-03,young,5
2022-06-26,peace,5091
2023-07-05,administration,391586
1986-08-03,wind,399141022
2003-09-19,story,1147578
2011-11-05,consumer,222044719
2007-05-12,court,110108
1972-04-17,ahead,90442805
2007-04-27,thousand,81197870
2020-03-14,usually,60
1984-07-02,close,91950
1977-07-23,add,43086
1984-02-09,several,6626692
2018-10-01,whatever,57
1988-08-28,culture,4379
2012-10-10,during,3390
1974-09-20,strategy,9905
2000-12-07,may,1413
2001-11-06,mother,50852
2011-08-28,kid,34455
1971-04-05,another,6
1995-04-19,somebody,57757157
2008-08-31,difference,7452
1990-06-14,unit,8
1981-01-04,police,7127228
2001-04-15,certain,2
2005-08-16,reflect,92
1998-12-11,raise,947513557
1993-04-23,every,36523306
1982-02-21,under,885793508
2014-07-19,beautiful,8199
2005-09-08,usually,464022
2000-03-28,southern,350194836
1976-03-21,produce,629
1999-04-21,general,2
1993-05-19,common,62
2010-09-20,adult,65
2013-12-15,answer,11
2020-05-18,radio,3331
1971-09-27,during,26034247
2006-07-21,Congress,137929431
2003-05-02,especially,66747156
1974-11-20,relationship,8270873
2023-12-29,behavior,671211
2024-12-14,much,7
2018-12-31,important,7
1996-03-18,skill,434725
1973-03-13,effort,53843
1977-01-26,court,336764
1984-07-22,to,6687522
2011-06-14,north,98676034
2024-03-09,system,541
2009-05-01,glass,16
1976-06-06,unit,12854
1989-04-07,fast,99093442
2007-05-12,theory,1
2010-06-24,country,2
2009-07-26,important,915
1990-08-04,community,539368
1973-10-25,concern,73869405
1971-07-28,law,50473
2000-11-13,individual,9954756
1977-08-10,only,809
2004-11-08,improve,6752
2015-01-15,power,70088102
1990-09-08,so,52681053
1975-05-13,safe,724472980
1981-10-08,give,62
1984-05-31,main,649629685
1973-12-21,but,279
1984-11-04,teach,571
1977-09-10,style,8
2001-01-25,care,58
2020-03-28,also,59502
1996-06-27,happen,9
2003-06-22,then,511
2023-09-07,dog,6710922
1985-10-03,until,18
1973-04-20,from,256
1992-10-21,soldier,8492281
1995-08-10,gas,95526
2010-05-01,consumer,354968637
1997-02-24,eat,130659577
2003-12-03,century,22
1989-03-12,recent,906725846
1996-11-30,right,47775192
2014-09-16,adult,5
2022-12-04,develop,1
1974-04-01,travel,1372785
1975-05-28,and,64
1975-03-15,popular,80650081
1988-11-10,size,251
1986-06-21,provide,3474
1998-12-26,send,52051633
1985-10-10,create,34454576
2024-07-06,ground,98177422
1996-08-02,large,3139
2004-06-28,size,970
1982-10-27,case,3
1992-09-02,thing,3635035
1973-01-23,relationship,40567234
1984-10-16,help,621608686
2000-03-07,list,8
2016-03-19,security,59597005
2001-01-23,at,913475
1994-05-25,goal,1
1986-08-23,set,21014729
1975-04-24,financial,138657271
2021-09-03,rate,6
2013-04-19,guess,97600
1982-08-27,author,45481696
1975-09-08,yourself,119
2015-01-23,wear,41136
1987-04-06,marriage,22670208
2007-10-14,particular,36
2005-06-19,use,663640002
1987-11-02,war,81229
1992-10-20,article,36329
2022-01-20,tonight,326783733
2009-09-15,able,52
2021-06-11,price,70029617
1972-09-21,various,9056426
2009-08-04,home,547
1973-09-09,difficult,465543
1974-01-28,according,18598
2000-12-21,information,301
1992-12-26,people,5642
1982-09-20,back,33130
1989-11-17,report,5262789
1987-04-23,tree,429
2002-08-11,still,5293553
2019-03-25,knowledge,7454644
1997-03-22,size,6220747
1991-07-01,great,44411
2020-06-16,city,4153
1999-06-08,television,7
1978-09-29,use,40192983
2005-06-26,next,9
1994-06-03,while,670929
1970-10-05,world,882
1982-07-02,show,55794
1986-02-12,today,241461
2023-12-14,structure,1064
1991-06-24,very,214708
1981-07-12,exist,34609354
1975-02-23,ago,870319569
2013-02-06,produce,64934939
2002-05-26,could,5
2023-02-04,smile,6317
2003-12-05,unit,808018953
1980-09-02,generation,436
2007-11-05,he,4
2007-12-15,employee,91697
1982-07-18,fear,8320
1987-02-19,throughout,533000
2012-05-11,bad,87136050
2007-01-28,authority,12029010
2024-04-18,pass,1
2006-10-27,charge,1
2023-10-11,determine,3691
2001-04-02,see,5
2005-06-13,forward,39494341
1976-06-13,attorney,6
1997-12-06,budget,2660
1999-01-17,girl,24121003
1994-10-26,exactly,62875
2005-11-08,talk,276548143
1971-02-27,pay,150263673
2019-11-02,condition,993052
1974-05-18,decision,8
1986-07-21,college,53398082
2022-02-13,red,2152
2007-05-16,better,2985
2006-12-11,want,8865
1979-08-27,film,8770857
2011-03-02,room,8
2022-09-24,us,63055084
2010-08-02,produce,5733
1974-11-07,lot,2841466
1987-09-11,doctor,598754
2005-06-14,begin,843
2015-09-06,clearly,531832
2015-05-20,name,708
1986-12-21,professor,83675180
2010-03-15,positive,16280
2016-09-05,sing,6189423
1986-01-04,threat,50306
2018-07-30,hotel,23693
2017-08-02,somebody,91115
1980-09-26,less,60
2006-02-17,answer,408414
2011-09-15,computer,1475552
1982-09-12,theory,7
2009-09-05,bad,74888
2019-04-03,fire,1782340
1971-07-09,just,4385
2020-08-13,small,17424
1994-05-26,including,3859
2024-03-08,surface,1
2020-05-12,easy,4986132
2005-01-03,more,43
2012-07-13,never,75061426
1975-05-21,arm,3
2025-04-04,debate,7552896
1989-06-25,how,4
2022-02-05,glass,7454
1980-02-25,since,52655
1988-06-18,wide,38794712
1989-04-19,live,6
1995-06-13,born,18968
1970-12-27,effect,106
2023-03-21,two,8
2011-07-07,detail,321838600
2018-03-18,model,7871
1993-02-19,prove,1708294
1974-06-30,decade,324535
2021-08-10,bank,48174
2023-03-23,key,13028913
2017-03-25,matter,4
2013-08-19,production,145
2018-09-17,most,32602
1975-06-22,form,153
1993-06-12,value,378246833
2000-11-11,direction,257252176
2005-06-12,its,55
1995-02-06,do,4
1983-09-28,soldier,74872149
2025-02-26,man,9299
1973-06-21,ever,4550305
1985-09-18,minute,9
2008-07-03,investment,649
1989-11-09,skill,275
2008-09-03,ten,444131
1978-07-15,education,143961691
2013-02-03,whole,8
1987-03-03,maybe,89768
1983-08-17,else,860315
1992-07-24,sister,2
1984-03-16,individual,63447
2002-10-18,school,997670256
2006-03-11,feel,6288
2015-02-15,seem,8482749
1985-01-09,decide,51309
1988-06-02,not,46
2008-09-26,everything,91
2010-11-16,group,432131
1999-05-16,nearly,375
1971-01-27,us,702218
2010-08-21,could,735
2017-11-20,speech,3
2013-09-25,tonight,67
2008-12-08,without,99014
2024-06-16,business,1672
1980-03-28,according,1
1971-02-14,option,1
2003-09-03,involve,5484621
1986-10-25,focus,2
1974-09-14,quality,9
2018-03-31,shoulder,548091
2004-12-18,pay,47
2015-03-14,class,8324472
1980-03-16,suddenly,14
2014-02-17,information,0
1991-08-15,up,49
2020-12-15,into,2798
1997-09-16,attention,778587111
1976-10-30,keep,130
1991-07-27,month,9
1976-09-27,close,76070
2012-07-30,cut,107
1988-02-24,remain,950405131
2012-09-25,your,2
1998-02-19,them,38729602
1985-11-17,catch,403071
1996-07-18,easy,6163867
2024-11-03,create,34819350
2006-06-07,training,464767
2014-12-02,actually,5414540
2018-11-07,rock,3864753
1999-02-12,store,76152595
2015-09-02,man,9345
1970-12-02,across,1
2011-05-30,for,2515
1977-05-09,fear,985447
2010-02-20,away,9391
2021-05-18,dream,89909
2017-04-09,glass,5
1970-07-20,article,9
2015-08-06,where,518088594
1983-12-29,four,3
1998-12-30,tell,502
2010-02-12,rise,8633990
1982-06-18,some,6603
1991-04-06,natural,1320389
1973-08-22,process,13
2019-10-21,forget,37
1980-03-04,issue,927946
2008-11-21,alone,0
2013-06-15,she,941828506
2025-01-29,think,90753
2001-10-04,fill,649952
2012-03-12,necessary,1645
1999-08-15,himself,39514
1976-08-29,seat,22068885
2023-07-09,stage,711713
2015-02-04,city,1412901
2021-01-20,impact,57528
2024-10-31,citizen,27811
2013-02-02,similar,7204346
2021-03-28,conference,900147141
2017-06-28,point,5826702
2019-01-08,account,7777638
1999-05-10,up,656
1989-05-16,determine,50155733
1976-11-27,finally,87969
1972-12-23,democratic,499885380
2020-05-28,maybe,61
1996-04-03,budget,4
2011-05-06,you,916746
2003-12-24,person,2470
2022-09-22,great,4
2025-01-26,from,84
1982-10-23,effort,230
1999-08-26,somebody,420133
2015-09-16,itself,586775
2009-06-09,decision,430407
2022-05-06,think,1310
1982-11-09,large,15109179
1973-02-05,world,411507
1996-06-30,speech,806498175
2010-04-12,financial,48
2025-06-16,camera,8873
1993-06-14,give,1
2001-04-24,soon,483
1999-12-27,here,7
1988-06-13,test,990544
1986-07-10,actually,148980
2000-08-25,turn,2619
2023-08-10,article,334303
1981-02-15,game,734
2023-05-11,all,5
2024-06-26,still,864304
1982-07-09,medical,81
1994-07-23,according,3
2022-09-23,management,73
1977-03-02,cup,6616
1991-08-20,site,159681
2020-12-31,choice,235296
1980-07-25,together,0
2019-03-22,few,62628341
1984-10-15,up,614660398
1971-02-24,father,6
2006-06-08,better,12338061
1970-04-16,huge,27
1982-05-22,friend,560
2020-05-10,reflect,7
2015-07-13,in,754
1985-08-10,range,79
1996-03-16,dark,9346
1979-04-17,generation,8968189
1995-08-08,ahead,494605158
1998-08-12,story,710509923
1988-01-10,fill,28574028
2018-04-05,capital,79415356
2023-09-17,sort,8
1983-11-29,seem,57853285
1993-07-22,worry,0
1982-03-13,medical,71377
1989-08-30,fast,234758
1973-02-04,entire,923511679
2011-11-23,animal,748009523
1992-07-03,maintain,6340
2015-02-15,crime,2137077
1979-07-19,page,798089734
2012-01-24,analysis,937346
2023-12-21,least,26663
1990-10-13,agree,570
1996-03-20,born,6
2001-04-26,simple,712484868
2024-08-14,method,2
1986-11-18,someone,8
1970-12-26,line,9722
1987-07-29,teach,241
2005-01-23,history,434
1998-03-09,environmental,6684766
1979-01-31,floor,58165123
1987-12-07,majority,48484903
1993-01-16,democratic,506
2020-04-07,I,4287
2005-01-22,plant,9331
2021-07-30,maintain,945333
2005-11-12,be,224443
1978-09-13,out,648161
1980-12-12,president,8621559
1995-03-01,often,279704
2005-02-11,likely,658
1981-05-11,production,467179453
2024-07-04,second,2065138
2020-05-06,billion,65
2002-02-22,major,865840
2021-07-29,scientist,9
1986-07-23,more,619
1970-02-27,throughout,93717108
1994-03-06,Mr,23401650
2022-11-01,state,150029427
1990-11-15,speak,107
1996-11-30,decide,8
1987-02-08,forget,87
1982-02-26,rather,513912
1985-03-23,base,7
1986-03-28,police,645518
1973-06-19,important,12015375
1994-03-26,cup,11
2023-05-25,international,3
1997-09-26,community,50300628
1990-09-08,by,489419
1995-09-25,scientist,963453391
2015-05-10,among,609912
2011-11-10,later,282962626
2009-05-13,eight,13
2023-09-18,herself,789910390
2016-08-24,difficult,39280
1997-05-20,certainly,7734872
2005-09-03,himself,9570
1988-03-12,never,716205
2022-09-29,there,7732319
2009-11-02,place,38
1997-06-10,lose,8107
1999-07-25,shake,71968
2016-03-19,issue,5
1990-08-22,low,2
2021-11-05,when,662
2023-11-02,small,71058135
2016-03-14,best,1017
2009-02-14,environment,127464
2019-10-01,explain,1838221
1985-09-09,agree,8681284
1980-12-21,chance,922
2016-04-25,seven,942
2005-07-29,point,63309
2007-08-20,serve,35014
2013-05-29,on,5565696
1999-10-10,effect,7373901
1977-06-08,world,137414
1997-01-21,where,76621818
1990-06-29,season,42495116
1985-05-19,campaign,3063
1970-11-29,like,97175
2016-02-23,parent,13375
2021-06-12,man,93321
1974-08-09,good,7561651
1996-03-24,much,172479022
1981-02-18,note,48
2019-11-12,high,5324335
1970-04-02,owner,911759
2006-10-27,key,7
1982-10-01,once,521
1988-12-18,many,9
1976-10-13,thought,7404
1989-07-12,never,228505
1972-11-09,respond,704
1990-08-11,thousand,4167248
2006-09-08,dinner,4205
1982-03-30,evening,791238
2024-07-08,shake,471
1977-01-17,magazine,81268937
2009-12-25,structure,649117418
2000-06-25,everyone,189362357
2008-02-01,citizen,843606
1978-04-26,draw,5
1986-02-20,four,2158
1989-08-13,memory,2092029
1972-06-19,technology,634390475
1999-12-05,skill,4
2020-03-18,rest,37181
1991-10-13,sure,250
2018-01-05,suffer,1310724
2020-08-12,consumer,57
1977-03-29,TV,4
2003-05-07,consumer,3356331
1986-09-14,despite,944965
1995-07-08,three,73
2020-04-04,lawyer,824
1983-11-18,result,8448526
2015-06-10,remain,4255380
2025-05-07,per,1131296
2007-08-23,current,5
2011-03-14,guy,6
2003-12-03,drop,8
2022-02-26,brother,716364
2017-04-10,rate,70
1988-09-01,ability,26
1980-08-11,of,494062
1973-11-22,build,3534567
1980-03-11,budget,391689
1970-09-05,wife,54
1999-06-25,actually,340
1988-03-17,machine,41814
2008-11-21,source,65595
1994-05-07,north,7049
1971-12-29,result,90488870
2005-01-25,painting,4031385
1972-10-03,soon,34
1982-06-12,ability,999750
2021-02-11,eye,2
2021-01-19,owner,32247721
1991-01-17,sea,579
1987-07-28,human,26727
2002-04-11,guy,41
1982-01-29,city,7407
2005-05-16,gas,1244
1993-01-09,eat,73209
2003-06-26,meeting,62
2002-05-11,bill,0
2021-02-28,memory,273746
1981-04-26,tree,92247
1997-07-22,actually,276415523
1996-12-27,religious,7944
1980-12-01,success,7175108
1990-10-20,nothing,5
2004-03-20,factor,85
2004-07-27,hour,5463975
1976-08-22,imagine,715
2019-03-21,rise,4
1989-09-30,east,350
1987-11-28,tend,1791
1998-01-24,similar,6195
2005-05-29,range,989467915
2002-01-11,drop,599280
1980-03-06,sort,532525818
2005-11-29,act,3602
1992-06-29,hard,815
2022-12-09,simply,8128
2024-04-09,city,635888635
2025-02-02,use,4246
2010-08-25,common,5
2012-05-06,any,991
1989-07-07,poor,949954
1971-09-02,thousand,6711
2024-03-27,measure,83190893
1985-01-17,information,40930
1979-01-12,should,66593975
1984-06-26,local,641
2014-10-18,analysis,736177732
1973-04-27,stay,968965666
2007-11-16,give,2
1986-10-25,relationship,1379663
1982-04-10,skill,21
1981-09-01,PM,88511046
2009-02-09,someone,24
2023-10-29,conference,563
2000-05-13,hair,96
2024-10-27,answer,3864
1992-08-03,hit,8
2019-02-13,carry,981
2008-07-04,seven,20124677
1989-11-30,upon,56157859
2008-11-16,than,18668
2018-07-28,choose,65314311
1985-09-03,set,437617560
1991-03-03,argue,382075347
2021-06-21,bed,95382
2018-12-16,challenge,2633700
2008-08-19,soon,2
2007-01-12,trip,582
1997-04-15,coach,40990769
2019-11-13,seat,8064
1994-09-13,prevent,238
1974-09-08,government,799849870
1977-02-08,section,561665481
1975-04-23,course,2175574
1986-02-11,talk,87
1997-08-09,drug,28
1987-11-21,relate,65
1980-01-08,management,828
2006-08-27,save,1520313
1971-09-07,language,2092
2020-10-10,stage,858745
1977-06-08,suddenly,161818
2002-08-24,grow,5566316
2000-01-20,upon,340412
1984-06-15,safe,16408
1999-05-25,opportunity,74889
1994-09-15,American,34783
2021-04-24,arrive,32
1982-04-28,black,7583931
1994-12-06,apply,23946
2003-08-17,mouth,4
2019-11-22,account,1907650
2012-02-20,for,463631581
2011-08-11,check,93
1990-12-25,name,3
2004-09-23,can,470268
2015-10-30,detail,28672597
1999-09-27,five,81643
1970-12-22,believe,230521
1973-11-03,fast,5
1999-05-10,much,341456
2025-07-27,production,517509654
2020-11-05,yeah,71
2001-05-15,boy,7233409
1997-11-15,easy,782849
2016-05-16,he,36
2014-02-20,pass,124589828
1997-09-07,before,530
2024-10-19,main,138766
1976-01-04,center,53443
1993-05-17,really,6
2003-04-24,ahead,930966582
2012-10-02,attack,67
1978-01-15,stock,562197
1992-01-05,government,612219
1970-05-31,matter,1998527
2023-07-07,talk,306
1993-06-29,medical,9664460
2004-11-24,now,1
1980-08-21,society,3
1979-08-23,crime,740
1989-05-04,heart,88655
1980-01-06,war,3
2016-08-10,upon,104
2000-12-02,draw,656620
1991-04-28,usually,89529
1974-06-21,join,7733493
1981-05-02,these,9918284
2004-09-12,think,26
2024-11-21,who,43
2006-05-15,all,7673
2019-11-28,civil,4133947
1996-06-18,arrive,741419974
2020-01-09,natural,257922
1977-04-23,second,9858446
2012-07-02,rich,91102
2019-04-07,rock,4377927
2025-02-05,yourself,6
2000-06-02,defense,16
1992-11-25,adult,830
1986-09-01,space,786331793
2023-10-06,because,553
2023-10-28,produce,133
2000-08-28,parent,932809
1989-12-08,reality,0
1970-08-03,finish,17
1982-11-04,authority,9
2023-05-04,current,56306112
2013-03-02,series,5
1992-07-30,gas,79687729
1980-11-16,bar,6
1973-02-12,shake,848977
2016-02-02,expert,562154914
1980-12-02,compare,239891
2022-01-07,dream,338642773
2011-04-24,system,48
2020-03-10,court,3
1998-10-29,suddenly,6941830
1972-12-30,cover,17958997
2005-11-10,arm,99
1981-01-07,discuss,9047992
1982-10-05,wide,9032
1983-03-13,wife,9010
1999-07-21,full,63600
2014-08-26,sure,37603081
1999-11-05,care,80
1975-01-03,officer,594496
1976-11-28,long,0
2013-10-25,rule,775026
1988-03-17,fear,67773786
1981-10-26,to,407
2025-01-12,notice,1818
1983-01-26,particular,5
1997-05-28,protect,897
1990-08-26,political,5
1974-03-26,third,8295
2018-08-20,guess,255
1982-08-07,determine,29424
2012-02-22,thousand,6
1982-09-19,court,70386600
1996-06-28,get,315714
1977-12-10,serve,168915741
2013-09-22,teacher,7787644
2018-11-01,strong,32
1985-07-07,beat,7
2005-06-13,fear,66146574
1983-06-19,former,40010167
1989-10-28,they,605183
1997-09-30,onto,12
1978-04-21,begin,562055542
2012-10-02,crime,27095
1982-11-23,argue,58282
2024-03-10,minute,57319727
1989-03-28,skill,9
2015-09-13,role,573669
2014-10-20,study,4
1982-03-01,central,73037675
1997-03-28,fact,381497
1986-06-14,quite,120
2020-12-13,seven,13
2018-12-07,fast,6315
1973-04-26,special,4
2010-07-25,easy,59041
1975-05-01,design,3
1996-10-25,occur,69977244
1989-04-14,while,70
1982-04-07,arrive,58
1973-06-17,care,4608
2019-12-29,soon,783354759
1992-11-25,health,5447
2006-08-10,time,682176331
2011-01-25,range,68
1972-01-02,sister,8313454
2025-03-04,article,6738509
1974-08-20,team,511845523
1982-07-23,account,9300284
1997-12-29,young,6799347
1978-04-19,according,653843931
2003-11-21,adult,8712
1994-07-13,factor,689909
2000-08-25,note,66163
1982-06-28,source,204
1983-05-28,help,1971
2006-01-12,politics,5374635
2020-11-04,discover,64788
1977-01-26,item,311
2005-05-02,yourself,327
2002-08-31,hot,5
2005-09-22,parent,83053
1974-06-22,forward,240250
1993-07-15,attack,93887
2021-08-21,point,35377742
1984-06-11,better,4722305
2023-04-21,seek,501178
1981-11-21,small,46140030
2007-10-31,skill,3
1983-02-21,why,3956
2003-12-09,understand,271284
2008-08-12,center,3323
2001-09-23,goal,7
1974-09-23,effect,863
1995-10-30,hair,583108202
1977-07-12,reduce,571467
2013-11-21,relationship,84097518
2004-08-06,share,65
1991-05-18,part,31064968
